"id", "osm_id", "lat", "lon"
"512", "1719932652", "-7.33829", "112.7853791"
"513", "1357605455", "-7.3153295", "112.7907678"
"514", "335622517", "-7.2486135", "112.7468307"
"515", "1721971870", "-7.2475425", "112.6475345"
"516", "1719509461", "-7.3161282", "112.7639541"
"517", "1724116758", "-7.3133473", "112.6730772"
"518", "1685221627", "-7.2942814", "112.7769776"
"519", "1510862811", "-7.2231837", "112.7338563"
"520", "1719931143", "-7.3133643", "112.7981479"
"521", "1724048290", "-7.3458141", "112.6549487"
"522", "1722448729", "-7.2292431", "112.7701663"
"523", "1722031548", "-7.212627", "112.7657863"
"524", "1719641673", "-7.3340415", "112.7308745"
"525", "415832022", "-7.2717843", "112.7736723"
"526", "1114720277", "-7.2134096", "112.7656391"
"527", "1722825300", "-7.2772657", "112.804796"
"528", "1724116134", "-7.3101493", "112.6665654"
"529", "1721120942", "-7.2663776", "112.6617868"
"530", "1720977627", "-7.2969105", "112.7203354"
"531", "1720976880", "-7.2929735", "112.7116135"
"532", "1723433091", "-7.3358463", "112.6888047"
"533", "1720869022", "-7.2633857", "112.6765695"
"534", "1722164895", "-7.233706", "112.7828504"
"535", "1721057667", "-7.3074068", "112.6940671"
"536", "1521201522", "-7.2747434", "112.7773736"
"537", "1721121294", "-7.2700867", "112.6668817"
"538", "1719641687", "-7.3346799", "112.7334102"
"539", "1720537236", "-7.3581118", "112.7389082"
"540", "1687577042", "-7.2368245", "112.758"
"541", "1721120087", "-7.2621106", "112.6656091"
"542", "1720870653", "-7.2802366", "112.6801557"
"543", "1720896392", "-7.2755228", "112.695547"
"544", "264880814", "-7.2524035", "112.7374417"
"545", "1724116776", "-7.3134242", "112.6514053"
"546", "1685016327", "-7.2969525", "112.7722573"
"547", "1719768075", "-7.3254344", "112.7914969"
"548", "1722952646", "-7.3270061", "112.7221114"
"549", "1685005041", "-7.2559474", "112.7275051"
"550", "1682379482", "-7.2766128", "112.7862982"
"551", "1719578787", "-7.3313007", "112.7436687"
"552", "1719768883", "-7.328462", "112.7787009"
"553", "335624194", "-7.2595769", "112.7433203"
